married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dependent,dataset
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,50.0,71.05,No,Competitor
No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,17.0,19.45,No,Competitor
Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,68.0,110.8,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,eCheck,1.0,84.5,No,Competitor
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,25.0,69.3,No,Competitor
No,Male,No,One year,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Autopay,67.0,49.35,No,Competitor
No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,32.0,20.35,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,eCheck,67.0,105.6,No,Competitor
Yes,Male,No,Two year,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,72.0,64.45,No,Competitor
Yes,Male,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,71.0,108.6,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,eCheck,1.0,49.9,Yes,Competitor
No,Male,Yes,Month-to-month,DSL,No,No,No,Yes,No,No,No,No,No,Autopay,46.0,30.3,No,Competitor
No,Female,Yes,Month-to-month,DSL,No,No,No,No,Yes,No,No,No,Yes,eCheck,2.0,30.4,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,45.4,No,Competitor
Yes,Female,No,One year,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,eCheck,48.0,65.65,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,61.0,103.3,No,Competitor
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Autopay,32.0,84.15,No,Competitor
No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,eCheck,2.0,44.45,No,Competitor
No,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,eCheck,3.0,19.75,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Autopay,5.0,85.4,No,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,71.0,89.9,Yes,Competitor
Yes,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Check,37.0,55.05,No,Competitor
Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,65.0,104.1,Yes,Competitor
No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,67.0,106.6,Yes,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Autopay,49.0,75.2,Yes,Competitor
Yes,Male,No,Two year,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Autopay,50.0,70.5,Yes,Competitor
Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,eCheck,25.0,19.6,Yes,Competitor
No,Female,Yes,One year,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Check,17.0,55.85,Yes,Competitor
Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Check,64.0,24.05,Yes,Competitor
Yes,Male,No,One year,DSL,No,No,No,No,Yes,No,Yes,No,Yes,Autopay,25.0,38.1,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,23.0,106.4,No,Competitor
Yes,Male,No,Month-to-month,DSL,No,No,No,No,Yes,Yes,No,No,No,Check,24.0,34.25,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,37.0,100.05,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,21.0,68.65,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,45.8,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Check,10.0,75.75,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,eCheck,6.0,84.4,No,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Autopay,51.0,96.4,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,10.0,20.55,No,Competitor
No,Female,No,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,No,Yes,No,Autopay,6.0,50.95,No,Competitor
Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Check,47.0,90.5,Yes,Competitor
Yes,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,eCheck,61.0,79.4,Yes,Competitor
No,Female,No,Two year,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,52.0,58.75,No,Competitor
Yes,Female,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Autopay,35.0,59.45,Yes,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,71.0,105.7,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,No,eCheck,6.0,56.25,No,Competitor
Yes,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,No,No,No,No,Autopay,45.0,53.3,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,2.0,85.55,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Autopay,4.0,68.65,No,Competitor
No,Male,No,Month-to-month,DSL,No,No,No,No,No,No,No,No,No,Check,2.0,24.3,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,eCheck,4.0,77.85,No,Competitor
No,Male,No,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,No,No,Autopay,51.0,59.9,No,Competitor
Yes,Male,No,One year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,60.0,23.95,Yes,Competitor
No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Check,9.0,20.15,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,3.0,105.35,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Autopay,17.0,95.65,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,8.0,87.05,No,Competitor
Yes,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Check,46.0,81.0,Yes,Competitor
No,Female,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,68.0,82.45,No,Competitor
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Check,1.0,53.5,No,Competitor
Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,4.0,20.5,No,Competitor
No,Female,Yes,Month-to-month,DSL,No,No,No,No,No,No,No,No,Yes,Check,1.0,25.1,No,Competitor
No,Male,No,One year,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Autopay,28.0,54.4,Yes,Competitor
No,Female,No,One year,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Autopay,39.0,58.6,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,eCheck,11.0,84.8,No,Competitor
Yes,Female,No,Two year,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,71.0,61.4,No,Competitor
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,2.0,20.4,Yes,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Check,30.0,79.65,No,Competitor
No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,17.0,20.15,No,Competitor
Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,55.0,94.45,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Autopay,58.0,79.8,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No,No,eCheck,5.0,54.2,No,Competitor
No,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,19.45,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,9.0,74.05,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,No,Autopay,26.0,49.15,No,Competitor
No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,50.0,19.4,No,Competitor
Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,72.0,113.65,No,Competitor
No,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Autopay,43.0,106.0,Yes,Competitor
No,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,56.0,25.95,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,1.0,19.1,No,Competitor
Yes,Male,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,72.0,103.4,Yes,Competitor
Yes,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Autopay,72.0,100.55,No,Competitor
Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,36.0,95.4,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Autopay,5.0,75.15,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,eCheck,13.0,84.45,No,Competitor
No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Autopay,44.0,89.15,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,70.0,107.9,Yes,Competitor
No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,44.0,19.5,No,Competitor
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Autopay,32.0,85.95,No,Competitor
Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,69.0,24.95,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,No,eCheck,16.0,59.4,No,Competitor
Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,68.0,19.5,Yes,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,16.0,69.95,No,Competitor
Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Autopay,68.0,82.85,Yes,Competitor
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,4.0,19.0,No,Competitor
Yes,Female,No,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,No,No,No,Autopay,26.0,38.85,Yes,Competitor
No,Female,Yes,Month-to-month,DSL,No,No,No,Yes,No,No,No,No,Yes,eCheck,29.0,30.6,No,Competitor
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,5.0,20.35,Yes,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,70.0,95.0,No,Competitor
Yes,Male,No,One year,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Autopay,24.0,74.4,No,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Autopay,72.0,78.45,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Check,1.0,74.3,No,Competitor
Yes,Male,No,One year,DSL,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Autopay,70.0,51.05,No,Competitor
Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,36.0,19.2,Yes,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,eCheck,38.0,99.55,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,17.0,70.0,No,Competitor
Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,41.0,109.1,Yes,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,45.3,No,Competitor
No,Male,Yes,Month-to-month,DSL,No,No,No,No,No,Yes,No,No,No,Autopay,2.0,29.85,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,eCheck,14.0,76.45,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Autopay,2.0,95.1,No,Competitor
No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,1.0,19.8,No,Competitor
Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,eCheck,13.0,72.8,Yes,Competitor
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,6.0,18.95,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,4.0,76.65,No,Competitor
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Check,5.0,99.15,Yes,Competitor
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,eCheck,15.0,101.75,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Autopay,47.0,75.45,No,Competitor
No,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Check,8.0,64.1,No,Competitor
No,Male,No,Month-to-month,DSL,No,No,No,No,No,No,No,No,Yes,Check,17.0,25.65,No,Competitor
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Check,15.0,75.1,Yes,Competitor
No,Female,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Autopay,26.0,95.85,No,Competitor
No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No,No,eCheck,23.0,54.4,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,eCheck,4.0,72.75,No,Competitor
No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,29.0,19.85,Yes,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,25.0,19.05,No,Competitor
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Check,9.0,44.95,No,Competitor
Yes,Male,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Check,18.0,49.55,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,3.0,94.85,No,Competitor
Yes,Female,No,Two year,DSL,No,No,Yes,Yes,Yes,Yes,No,No,No,Autopay,69.0,46.25,Yes,Competitor
No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,14.0,19.35,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Check,19.0,69.6,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,eCheck,39.0,90.7,No,Competitor
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,31.0,101.4,No,Competitor
Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,24.0,20.25,Yes,Competitor
Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,No,Autopay,14.0,48.8,No,Competitor
Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Check,64.0,74.35,No,Competitor
No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Check,50.0,19.35,No,Competitor
Yes,Male,No,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,eCheck,52.0,68.75,Yes,Competitor
No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,eCheck,28.0,100.2,No,Competitor
No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,21.0,20.85,No,Competitor
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,eCheck,25.0,95.9,Yes,Competitor
Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,17.0,19.35,No,Competitor
Yes,Male,No,One year,DSL,No,No,No,No,No,No,Yes,Yes,Yes,Autopay,58.0,45.0,No,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Autopay,17.0,81.5,No,Competitor
Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Check,51.0,25.5,No,Competitor
Yes,Male,No,Two year,DSL,No,No,Yes,No,Yes,Yes,Yes,No,No,Check,72.0,48.9,Yes,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,eCheck,52.0,84.1,No,Competitor
No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Check,27.0,19.6,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,3.0,20.0,No,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Check,64.0,81.3,No,Competitor
Yes,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Autopay,45.0,95.2,No,Competitor
Yes,Male,Yes,Month-to-month,DSL,No,No,No,No,No,No,Yes,No,Yes,Check,3.0,36.45,No,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,71.0,83.3,No,Competitor
No,Female,Yes,Month-to-month,DSL,No,No,No,No,No,No,No,No,No,Check,1.0,25.05,No,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,58.0,20.3,Yes,Competitor
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,eCheck,34.0,89.85,Yes,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,Yes,eCheck,8.0,49.85,No,Competitor
Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,15.0,19.8,Yes,Competitor
Yes,Male,No,Two year,DSL,No,No,No,No,Yes,Yes,Yes,Yes,No,Autopay,66.0,54.65,Yes,Competitor
No,Male,No,Month-to-month,DSL,No,No,No,Yes,No,No,No,No,Yes,Autopay,12.0,29.35,No,Competitor
No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,58.0,19.15,No,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,3.0,19.1,Yes,Competitor
Yes,Female,Yes,Month-to-month,DSL,No,No,No,Yes,Yes,No,Yes,Yes,No,Autopay,43.0,55.55,No,Competitor
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,eCheck,9.0,80.55,No,Competitor
No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,3.0,20.25,No,Competitor
Yes,Female,Yes,One year,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Autopay,22.0,69.5,Yes,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,40.0,106.0,No,Competitor
No,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,68.0,25.5,No,Competitor
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,54.0,104.3,No,Competitor
No,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Check,50.0,79.6,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,1.0,55.25,No,Competitor
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,72.0,88.05,No,Competitor
No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,40.0,20.4,Yes,Competitor
Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,72.0,117.6,Yes,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,6.0,20.0,No,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,5.0,19.65,No,Competitor
Yes,Male,No,One year,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Autopay,48.0,70.55,No,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,1.0,93.85,No,Competitor
Yes,Female,No,One year,DSL,Yes,No,Yes,No,No,Yes,Yes,No,No,Check,64.0,65.8,Yes,Competitor
No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,17.0,20.05,No,Competitor
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,eCheck,40.0,80.0,No,Competitor
Yes,Female,No,One year,DSL,No,No,Yes,No,Yes,No,No,No,No,Autopay,41.0,35.4,Yes,Competitor
No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,51.0,79.6,No,Competitor
Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,eCheck,41.0,80.25,No,Competitor
Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No,No,Check,1.0,50.45,Yes,Competitor
No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,2.0,20.45,No,Competitor
No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Autopay,68.0,79.6,No,Competitor
Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Check,24.0,24.7,Yes,Competitor
Yes,Male,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Autopay,70.0,77.3,No,Competitor
No,Male,No,Month-to-month,DSL,No,No,No,No,No,Yes,No,No,Yes,eCheck,3.0,29.75,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Autopay,2.0,44.9,No,Competitor
Yes,Male,No,Month-to-month,DSL,No,No,No,Yes,No,No,No,No,No,Autopay,3.0,29.8,No,Competitor
No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,eCheck,7.0,74.65,No,Competitor
No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,eCheck,13.0,71.95,No,Competitor
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,7.0,20.75,No,Competitor
Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Check,12.0,56.3,Yes,Competitor
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,53.0,105.25,Yes,Competitor
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,12.0,94.2,No,Competitor
Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,63.0,19.55,Yes,Competitor
No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Check,15.0,84.45,No,Competitor
Yes,Male,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Check,36.0,53.65,Yes,Competitor
Yes,Male,No,Month-to-month,DSL,No,No,No,No,Yes,No,No,No,Yes,eCheck,4.0,29.9,No,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,24.0,19.7,Yes,Competitor
No,Female,No,One year,DSL,No,No,Yes,Yes,Yes,Yes,No,No,No,Autopay,61.0,43.7,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No,No,eCheck,16.0,55.3,No,Competitor
Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,65.0,19.85,Yes,Competitor
Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,26.0,19.65,Yes,Competitor
No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Check,16.0,49.45,No,Competitor
Yes,Female,Yes,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Autopay,54.0,106.55,No,Competitor
No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,1.0,20.1,No,Competitor
No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,5.0,20.45,Yes,Competitor
No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,No,No,Yes,Yes,eCheck,19.0,39.7,No,Competitor
No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Autopay,10.0,54.5,No,Competitor
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,eCheck,23.0,83.8,Yes,Competitor
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Check,3.0,55.15,No,Competitor
No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,72.0,111.6,No,Competitor
