CaseOrder,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,internet_service_DSL,internet_service_Fiber Optic,const
3521,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1
5657,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1
9635,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
4005,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1
9943,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1
696,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
6018,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1
8582,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1
3985,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1
8803,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1
8326,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1
5978,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
9737,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1
2720,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1
1666,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1
3819,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1
4694,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1
5100,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1
2862,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1
4870,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
7698,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1
7762,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
2000,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
2147,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1
8712,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1
6188,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
5383,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
7079,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1
5137,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1
8292,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
7406,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
9055,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1
3139,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1
4598,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
8389,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
5693,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1
6486,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1
5306,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1
6388,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1
7597,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1
9176,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1
9600,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
9282,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1
3927,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
358,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
8210,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
7476,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
8604,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1
4923,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1
4479,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1
890,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1
9535,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1
9889,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1
2469,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
9305,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1
2952,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1
9724,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1
5407,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1
888,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1
8966,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
4408,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1
3462,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
5343,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1
9449,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1
7504,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1
2550,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
5764,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
7839,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
7486,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
2330,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1
7070,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
979,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1
2504,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1
1479,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1
4562,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1
7312,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1
2001,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1
7197,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1
1283,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
7797,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1
8620,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1
2406,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1
8176,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
2178,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1
1596,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
6636,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1
8632,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1
2534,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
4782,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1
9824,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
2189,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1
9234,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
9360,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
9130,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
1747,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1
5703,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1
6095,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1
344,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1
2046,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
1855,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1
5581,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1
5892,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1
1571,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1
4458,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
3782,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1
1597,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
9235,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1
6190,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1
1656,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
56,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
6930,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
2345,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1
9595,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1
9727,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1
2583,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1
9182,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
1595,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1
7609,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
3608,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1
6446,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1
2228,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1
1114,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1
1522,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
8071,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
669,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
5594,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
7917,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
847,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1
1672,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1
1257,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1
9612,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1
5305,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1
2158,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1
2257,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
6305,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
7614,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
920,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1
3173,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1
2078,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1
2857,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
4993,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
3744,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1
2715,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1
2581,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1
7239,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1
1482,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
9830,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1
1215,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1
3827,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1
2748,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1
4911,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
4444,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
6965,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1
8918,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
391,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1
7535,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1
4461,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
3599,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1
4858,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
8592,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
8857,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1
65,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1
3978,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1
4519,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1734,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
4983,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
3076,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
6359,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1
524,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1
5428,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
8626,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1
284,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1
4624,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1
3199,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1
5681,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1
8094,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1
9956,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
9935,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1
9293,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1
5312,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1
7833,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1803,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1
7719,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1
8628,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1
3401,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1
3632,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1
9952,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1
4079,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1
5516,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1
7138,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
4089,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1
8128,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1
4406,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1
6123,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1
9857,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
846,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
6179,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
3190,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1
2442,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
7421,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
1584,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1
6317,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1
7325,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1
5179,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1
7722,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
3886,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1
1984,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
6661,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1
5800,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
236,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1
4895,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
4945,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
8458,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1
8888,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1
7690,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1
6331,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
3644,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
8371,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1
3068,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1
7593,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
9589,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
631,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1
238,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1
3346,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1
8591,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
8666,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1
6228,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1
9206,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1
8178,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1
3753,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
4172,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
8931,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1
6947,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1
1884,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
5945,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1
7920,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
1961,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
9853,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1
2738,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
1030,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
7450,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1
9310,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
247,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1
5909,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1
9462,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1
2340,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1
7982,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1
9067,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1
3663,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
1301,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1
3388,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1
3292,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1
6778,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
7779,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1
707,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1
4787,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1
954,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1
4224,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1
7592,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1
688,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
323,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1
4867,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
6795,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1
2814,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
3527,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1
1298,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
9153,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1
1757,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1
1466,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1
9015,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
2868,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
807,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1
42,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1
8511,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
7167,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1
9758,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
9883,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
2788,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
1979,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
326,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
8879,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1
4975,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1
7267,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1
2830,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
7479,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1
1602,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1
2354,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
4154,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
658,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1
4246,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
6841,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
2326,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1
4643,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1
6264,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1
3011,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
8469,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1
8577,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
5919,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
5846,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1
4559,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
581,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1
4932,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1
2384,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
7330,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
4329,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1
7074,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
7110,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1
462,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
282,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1
345,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2398,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1
293,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1
3716,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
8936,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1
9419,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1
3164,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1
7884,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
868,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1
4081,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1
2947,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
6360,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
8303,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1
1486,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1
9569,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
5874,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
3796,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1
2320,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
9995,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
5572,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1
7808,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
5848,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1
4175,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1
6953,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
4170,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1
955,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1
1135,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1
9793,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1
6276,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
6946,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
4752,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1
7247,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1
2928,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
8439,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1
1887,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
6960,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1
5188,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1
3514,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
4032,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
6330,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1
4218,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
8903,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
6720,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
5719,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
1209,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1
7736,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
4385,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1
8885,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1
2572,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
152,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1
4708,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
1098,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
5178,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1
9629,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1
2311,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1
6619,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
9621,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1
752,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1
195,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1
8967,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
2994,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1
718,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
2271,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1
2451,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1
9142,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
3808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3757,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
4548,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1
4560,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1
2561,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1
7194,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1
1015,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1
1748,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1
88,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
9709,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
5000,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1
17,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1
9547,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
1183,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
7449,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1
8358,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
8331,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
4241,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1
8239,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
2638,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
8953,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1
8995,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
4362,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1
9953,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1
741,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
2960,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1
9109,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1
8743,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
138,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
3543,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1
7495,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1
850,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
7870,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1
6067,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1
5400,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
700,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1
2692,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
1684,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1
7902,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1
1800,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1
9718,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
1947,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
948,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
7942,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1
9285,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1
6194,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
1998,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1
5616,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1
