case_order,customer_id,interaction,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment_type,income,marital_type,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening
8670,Q724137,411bbc8a-a3af-4a2a-be67-ccfef2d955d7,Twin Mountain,NH,Coos,03595,44.30622,-71.5268,660,Urban,US/Eastern,"Education officer, environmental",10.0,53,18,Full Time,50637,Married,F,No,11.0,14,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Check,66,245.25,6916,2,2,2,6,2,3,4,4
8671,I250725,b29d84d0-39ea-44c1-9e58-a54799b0cb2c,Vienna,VA,Fairfax,22181,38.90637,-77.2944,15299,Rural,US/Eastern,Pension scheme manager,0.0,80,0,Full Time,33187,Separated,M,No,11.0,11,2,0,No,One year,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,No,No,Check,36,164.59,4715,5,4,4,4,3,3,4,4
8672,J75757,d0c31252-1fda-46a0-8b3e-31cf6e8e3bab,Milledgeville,TN,McNairy,38359,35.36983,-88.35135,336,Suburban,US/Central,Physiotherapist,0.0,67,12,Full Time,84647,Divorced,M,No,12.0,4,0,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,No,Yes,eCheck,36,105.68,3382,5,6,4,3,5,6,3,6
8673,S541475,ab150d65-e842-4f00-bfbf-b8f6c34379c5,Hartselle,AL,Morgan,35640,34.44125,-86.94406,24570,Suburban,US/Central,"Engineer, materials",3.0,54,11,Full Time,69911,Divorced,M,No,14.0,16,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,71,221.08,6509,2,4,3,2,4,2,3,3
8674,P218738,218abff1-250c-4991-9dd1-d51a2089d7dd,Flossmoor,IL,Cook,60422,41.53698,-87.68411,9768,Urban,US/Central,Planning and development surveyor,0.0,40,12,Student,36844,Separated,M,No,13.0,17,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,eCheck,39,194.77,3850,3,3,3,2,5,3,5,3
8675,O881990,e71c269d-c455-4ff1-aae7-b7ae8568ef90,Drain,OR,Douglas,97435,43.70037,-123.3349,2137,Suburban,US/Pacific,Gaffer,0.0,77,12,Full Time,25875,Married,M,No,40.0,8,2,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Autopay,51,239.44,5130,3,3,2,4,3,4,4,4
8676,S883911,f8964121-22c1-4b6a-9520-90a8efa51c7d,Deer Park,TX,Harris,77536,29.69839,-95.12128,33015,Suburban,US/Central,Landscape architect,0.0,80,16,Student,90621,Separated,F,No,12.0,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,No,eCheck,60,172.43,5181,5,4,4,2,6,5,4,4
8677,V588439,6eca0490-e5dd-4ad5-bd07-c0d50c7cf24a,Pointblank,TX,San Jacinto,77364,30.76591,-95.22091,1551,Urban,US/Central,Emergency planning/management officer,1.0,30,18,Full Time,33187,Divorced,F,No,11.0,14,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,49,205.23,4563,3,5,4,3,4,4,5,4
8678,J305888,c5b6cba2-6f59-4352-a5a3-3017ee50f6a3,Sanders,AZ,Apache,86512,35.09844,-109.2694,2889,Rural,US/Mountain,Publishing rights manager,0.0,53,12,Student,10149,Married,F,No,15.0,12,0,0,Yes,Two Year,Yes,Yes,None,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Check,49,155.85,3382,2,3,4,1,4,2,4,3
8679,Q270313,5293a3fc-4498-4c21-8307-0f3dc98dd14a,Ellenboro,NC,Rutherford,28040,35.39149,-81.74721,7738,Rural,US/Eastern,Media buyer,0.0,80,12,Full Time,33187,Widowed,M,No,13.0,17,0,1,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Autopay,43,164.8,4300,4,4,5,1,5,4,2,2
8680,H750600,15b6e747-0be8-4b84-b92d-4d58569585ae,Colby,KS,Thomas,67701,39.39603,-101.0596,6380,Suburban,US/Central,Multimedia programmer,4.0,88,0,Full Time,27208,Separated,F,No,11.0,12,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Check,60,228.59,5495,3,3,5,4,3,5,1,3
8681,Z401773,6ba10b7d-e92a-4dce-8857-65bdd9294877,Bendena,KS,Doniphan,66008,39.71221,-95.17244,214,Suburban,US/Central,Broadcast presenter,0.0,53,12,Part Time,33187,Separated,M,No,9.0,13,0,0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Autopay,36,254.97,6699,3,3,2,4,3,2,3,5
8682,I475020,73c250d4-4be2-4ab8-ac9b-eb5d065577a1,Hollywood,FL,Broward,33027,25.98245,-80.34359,60191,Rural,US/Eastern,Intelligence analyst,0.0,64,18,Full Time,33187,Married,F,No,13.0,12,2,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Autopay,57,161.54,5233,2,3,3,4,3,4,3,3
8683,E459915,b625b2fb-a8a4-47b9-a091-b64087432370,Glen Head,NY,Nassau,11545,40.82704,-73.58902,12390,Suburban,US/Eastern,Translator,4.0,33,16,Retired,43343,Married,M,No,11.0,11,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,eCheck,51,172.19,4744,4,4,4,3,3,4,5,5
8684,A560329,e91934ec-12e9-45bb-a7d4-d3c7764c4e5a,Newberry,MI,Luce,49868,46.49368,-85.50573,5282,Rural,US/Eastern,"Psychologist, clinical",4.0,32,18,Retired,38645,Married,M,No,10.0,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,Autopay,66,126.9,3382,3,3,4,3,4,3,5,3
8685,K400482,523f6e2e-296c-4c3d-b8da-3003b7049433,Felt,ID,Teton,83424,43.91288,-111.1659,397,Urban,US/Mountain,"Engineer, automotive",0.0,81,12,Unemployed,33187,Single,F,No,11.0,10,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Autopay,71,235.15,6821,3,3,3,5,2,4,2,3
8686,E705949,c3c4c545-2954-4875-8556-7b4ea62e810d,Waves,NC,Dare,27982,35.56512,-75.46629,54,Urban,US/Eastern,Petroleum engineer,0.0,49,12,Full Time,75040,Divorced,M,No,11.0,10,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,67,204.28,6139,4,3,3,3,4,3,4,4
8687,M646019,f5f7bea8-56d8-4c08-86f4-9e9e0ae304ad,Whitesville,NY,Allegany,14897,42.02921,-77.79237,811,Suburban,US/Eastern,"Administrator, Civil Service",0.0,53,12,Full Time,44282,Married,M,No,8.0,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Autopay,59,219.54,5338,3,4,4,3,4,2,4,3
8688,O302793,aac2948f-9f15-4684-8ffe-22040e559ab8,Madison,WI,Dane,53726,43.06975,-89.42264,5334,Urban,US/Central,Art gallery manager,4.0,44,12,Full Time,18033,Married,M,No,7.0,7,1,0,Yes,Month-to-month,No,No,None,No,No,No,Yes,No,Yes,Yes,No,No,eCheck,49,139.88,4553,4,4,4,4,4,2,3,2
8689,E698741,630b08c6-e06b-4ac0-94a7-a220ba17487d,Vassar,KS,Osage,66543,38.64159,-95.60051,1169,Urban,US/Central,Manufacturing systems engineer,3.0,79,16,Unemployed,55474,Separated,F,No,11.0,14,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,eCheck,66,195.09,5766,3,3,4,3,3,3,3,2
8690,A987044,6f944900-d0b5-440c-ac30-edefafbd6d55,Crofton,MD,Anne Arundel,21114,39.00962,-76.68423,26759,Suburban,US/Eastern,Haematologist,0.0,42,12,Student,28147,Widowed,F,Yes,15.0,13,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,eCheck,56,234.71,5918,4,4,3,3,3,4,3,2
8691,D956699,fa3cb7b8-bcb1-4daa-9c84-a1cc9861d61b,Scranton,SC,Florence,29591,33.9384,-79.76241,5350,Urban,US/Eastern,Nutritional therapist,0.0,30,12,Full Time,37631,Married,F,No,9.0,15,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Autopay,66,152.16,6256,2,3,2,4,3,2,5,4
8692,S451747,72902ddc-0735-4aaa-ac5a-c5b1a1f5b2f5,Summersville,WV,Nicholas,26651,38.32431,-80.87245,9205,Rural,US/Eastern,Futures trader,0.0,24,12,Full Time,30834,Widowed,F,No,15.0,17,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Autopay,70,160.76,3382,3,2,3,2,6,2,3,3
8693,R45785,78c2914e-4478-42e1-908a-927b180951a3,Closter,NJ,Bergen,07624,40.97331,-73.96053,8577,Rural,US/Eastern,Careers adviser,3.0,57,11,Full Time,14549,Divorced,M,No,14.0,14,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,Autopay,51,182.53,4745,3,2,3,4,4,2,2,4
8694,R374499,1651480e-c343-41fd-aa6a-adabb84cbf9e,West Henrietta,NY,Monroe,14586,43.04181,-77.68688,11897,Rural,US/Eastern,"Nurse, mental health",3.0,53,14,Full Time,33187,Separated,M,No,16.0,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Check,68,182.51,6166,4,4,4,2,4,3,4,4
8695,Y747047,db7205d1-c6d5-4cac-97b1-f1ae348f082f,Pompano Beach,FL,Broward,33069,26.23566,-80.15791,27612,Suburban,US/Eastern,Adult nurse,10.0,43,12,Unemployed,9043,Married,M,No,40.0,15,0,0,No,One year,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Check,55,173.59,5722,2,3,2,3,4,2,3,4
8696,D666505,15598f4f-1aad-4a46-8e89-a51944ffeb82,Rosewood,OH,Champaign,43070,40.21577,-83.95792,159,Urban,US/Eastern,Chartered management accountant,1.0,58,12,Full Time,36569,Married,F,No,9.0,13,1,0,No,One year,No,No,None,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Check,50,137.44,4401,4,5,5,3,4,4,4,4
8697,K492175,0e0989cc-222b-4c84-b897-70a9e179e2fc,Kingfisher,OK,Kingfisher,73750,35.85545,-97.95233,7485,Suburban,US/Central,"Research officer, political party",0.0,68,12,Full Time,23962,Single,M,No,11.0,14,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Autopay,36,127.54,5662,4,4,4,4,3,5,4,5
8698,G869245,701e7485-cc23-4600-ae26-4a2ddf90fb8b,West Townshend,VT,Windham,05359,43.15259,-72.71587,488,Urban,US/Eastern,"Embryologist, clinical",4.0,74,16,Part Time,7729,Married,F,No,6.0,16,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Check,55,125.85,4626,5,5,4,4,3,4,4,3
8699,N954346,1ade92e3-a968-498e-98e1-717e2847a4dd,Port Clyde,ME,Knox,04855,43.93459,-69.25745,195,Suburban,US/Eastern,"Engineer, agricultural",0.0,53,14,Full Time,55132,Married,M,No,10.0,13,0,0,Yes,One year,Yes,No,DSL,No,No,No,No,Yes,Yes,No,No,Yes,Check,70,118.2,6244,2,3,2,1,5,4,2,2
8700,I493615,eb8c913f-badc-41c0-9cdb-70503339c052,Lizemores,WV,Clay,25125,38.31361,-81.19409,898,Urban,US/Eastern,"Surveyor, land/geomatics",3.0,57,16,Unemployed,33187,Single,M,No,12.0,12,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,37,134.36,3281,3,3,3,3,5,3,3,4
8701,W345311,cd7f3a3b-fc12-46e1-95fe-d0cec93218ef,Fredericksburg,VA,Stafford,22406,38.40022,-77.55114,25928,Urban,US/Eastern,Educational psychologist,3.0,53,16,Full Time,10655,Divorced,M,No,8.0,18,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,71,169.4,6342,3,3,4,5,1,4,4,5
8702,F86943,ea97fed3-a644-448e-9a44-7240e3cd1f3c,Jordanville,NY,Herkimer,13361,42.90373,-74.86827,813,Suburban,US/Eastern,Multimedia specialist,1.0,53,18,Unemployed,33187,Married,F,No,15.0,14,1,1,No,Month-to-month,Yes,No,None,No,Yes,No,No,Yes,No,No,No,Yes,eCheck,71,125.95,3382,3,4,4,4,5,2,2,4
8703,F823751,fd7c7829-ed34-4c1e-8ace-d97a90686c0a,Derby,NY,Erie,14047,42.68584,-78.99348,6298,Suburban,US/Eastern,"Engineer, civil (consulting)",0.0,48,18,Unemployed,37064,Single,F,No,12.0,18,3,0,No,Month-to-month,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Yes,No,Autopay,48,139.27,4524,3,2,2,5,2,4,3,4
8704,I369913,596eed6a-bd58-44c9-8286-3fb5bb4940c7,Lubbock,TX,Lubbock,79415,33.69754,-101.9048,17243,Rural,US/Central,Comptroller,3.0,53,12,Full Time,16959,Single,F,No,11.0,12,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,69,111.96,5797,3,4,3,3,4,4,3,4
8705,E702248,43980a14-2fbe-4a8c-a4b4-401be6ed342e,Center,TX,Shelby,75935,31.73268,-94.20157,14025,Suburban,US/Central,Technical brewer,3.0,42,12,Full Time,53102,Married,F,No,14.0,9,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,36,244.38,5980,2,3,3,5,4,3,3,4
8706,H314025,09422761-c41e-4b7c-9bc2-c17d3c47ffe0,Guthrie,TX,King,79236,33.64183,-100.2281,210,Suburban,US/Central,Set designer,0.0,18,11,Full Time,22871,Divorced,M,No,15.0,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Check,52,191.73,4791,4,4,3,3,3,2,2,3
8707,C190080,d3ed6262-ebdf-4d90-87e3-c134efb8d532,Eyota,MN,Olmsted,55934,44.00402,-92.26424,3080,Urban,US/Central,Theatre manager,0.0,45,11,Full Time,33187,Divorced,M,No,10.0,13,0,1,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Check,55,217.47,5127,2,3,3,3,4,3,2,2
8708,N123959,616cafbb-15a4-495c-b1a5-e2c910666534,Misenheimer,NC,Stanly,28109,35.4922,-80.28661,340,Rural,US/Eastern,Special effects artist,0.0,24,12,Student,22328,Single,M,No,6.0,11,0,1,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,eCheck,57,176.43,3382,3,3,2,5,3,4,2,5
8709,M899189,bf370120-c83b-46b3-ab18-8b10a0bbee6a,Dunbar,PA,Fayette,15431,39.95031,-79.59689,4112,Suburban,US/Eastern,Accommodation manager,4.0,68,18,Student,46018,Widowed,M,No,15.0,15,2,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,eCheck,70,175.33,6568,4,3,3,4,3,2,4,4
8710,J313434,768cbfd6-55e8-4d15-b9c3-75947b96ac35,Horntown,VA,Accomack,23395,37.97583,-75.46744,532,Suburban,US/Eastern,Ergonomist,3.0,79,16,Unemployed,33187,Widowed,M,No,7.0,12,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Check,63,222.48,5866,4,5,3,3,4,4,4,5
8711,I958169,03859702-2df7-43d5-b337-bd765a4d20e1,Masonville,NY,Delaware,13804,42.21026,-75.3739,353,Rural,US/Eastern,Armed forces logistics/support/administrative officer,1.0,20,12,Full Time,4824,Single,M,No,3.0,3,1,2,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,Yes,No,No,Autopay,48,117.27,4321,4,4,3,4,4,2,3,3
8712,C116690,b749f7e6-1b55-4bf8-8b94-887dcfdc2068,Daykin,NE,Jefferson,68338,40.31047,-97.27153,338,Rural,US/Central,Politician's assistant,3.0,21,12,Full Time,8716,Widowed,M,No,9.0,12,3,0,No,One year,No,Yes,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,eCheck,50,219.18,4917,3,2,2,4,4,3,4,3
8713,F882447,a112cd40-a6af-4ec2-9e5f-74ffa8453887,Seneca,NE,Thomas,69161,42.13836,-100.7693,95,Rural,US/Mountain,Automotive engineer,0.0,53,12,Student,57316,Married,F,No,18.0,11,0,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Check,66,222.89,6410,1,2,1,3,5,3,2,3
8714,E781539,21caff91-d31a-4ec3-8bd4-ad24dbce843f,Masury,OH,Trumbull,44438,41.24236,-80.53387,4300,Rural,US/Eastern,Training and development officer,1.0,81,12,Retired,33187,Married,M,No,9.0,14,1,1,No,Two Year,Yes,Yes,None,Yes,Yes,Yes,No,No,No,No,Yes,No,Autopay,58,148.98,5104,3,2,3,3,1,3,3,4
8715,N296260,06ae35ea-4ef5-42b4-8829-524c99b9bb9a,Portland,OR,Multnomah,97211,45.58133,-122.6342,34962,Rural,US/Pacific,Television camera operator,0.0,62,12,Student,47589,Separated,M,No,10.0,12,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,71,222.08,6944,3,3,3,2,3,4,4,5
8716,J412316,4e6c06a2-26c9-4d3b-b5c1-2b4a55dea4c8,Atkins,VA,Smyth,24311,36.88173,-81.40915,1624,Suburban,US/Eastern,Software engineer,2.0,53,16,Full Time,33187,Married,M,No,13.0,16,0,1,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Autopay,69,150.85,6553,3,3,3,5,2,3,3,3
8717,T169300,bbe27294-09d8-456e-922d-e0122a0df2ac,Arlington,TX,Tarrant,76006,32.78493,-97.10019,24774,Rural,US/Central,"Runner, broadcasting/film/video",0.0,60,12,Part Time,20746,Divorced,F,No,7.0,17,2,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Check,44,216.49,3990,3,3,3,4,4,2,3,2
8718,C708997,21446553-8419-4bd1-94f2-5550a9a32b94,Burleson,TX,Johnson,76028,32.52605,-97.30317,69413,Rural,US/Central,Community education officer,1.0,25,14,Full Time,38884,Separated,F,No,12.0,15,0,1,No,Two Year,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Check,50,222.07,4791,5,5,5,4,3,5,4,3
8719,L277341,0f4d4433-87fc-43d2-807a-c0d3148f9a5e,Cincinnati,OH,Hamilton,45227,39.15386,-84.38523,18391,Rural,US/Eastern,"Scientist, forensic",1.0,78,12,Part Time,33187,Single,M,No,12.0,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Autopay,66,173.09,5748,4,5,4,4,3,4,3,4
8720,B84035,359b5eab-23c7-4e9e-919f-c60c89c73067,Berthold,ND,Ward,58718,48.31241,-101.8106,841,Rural,US/Central,Early years teacher,0.0,35,12,Part Time,23178,Divorced,M,No,15.0,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Check,46,211.74,4471,3,3,3,2,2,3,3,3
8721,M65348,6f10c452-7867-4e92-aa3f-047b0ca06bc4,Catawba,WI,Price,54515,45.51811,-90.49685,448,Rural,US/Central,Public house manager,1.0,58,18,Full Time,46509,Widowed,M,No,12.0,11,0,1,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Autopay,62,181.29,5510,3,4,5,3,4,3,3,2
8722,D560109,d55326f9-bb41-4a85-b859-e2cb60bd4e38,Eustis,FL,Lake,32736,28.89668,-81.49498,9922,Suburban,US/Eastern,Estate manager/land agent,0.0,25,12,Full Time,33187,Divorced,F,No,7.0,13,0,2,Yes,Month-to-month,Yes,No,None,No,No,No,No,No,No,Yes,No,No,eCheck,67,117.6,5917,5,5,4,2,5,4,3,3
8723,E94706,993255c1-1566-4e8c-93e2-1fc88b5466a9,Callao,MO,Macon,63534,39.74492,-92.64731,788,Rural,US/Central,Special effects artist,0.0,53,12,Full Time,33187,Separated,M,No,5.0,15,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,eCheck,59,123.33,3382,3,3,2,4,5,2,4,2
8724,U272006,4c69b9c4-f470-45d5-ab0d-45690fbc2679,Gloucester City,NJ,Camden,08030,39.8897,-75.11772,13269,Urban,US/Eastern,Health physicist,0.0,66,12,Part Time,5523,Divorced,F,No,37.0,9,1,1,Yes,Two Year,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes,Yes,Autopay,63,200.43,5792,2,3,2,3,2,3,4,3
8725,P261491,8aa31382-0174-4f3b-937d-f5abceaf79af,Minneapolis,MN,Hennepin,55435,44.87352,-93.33471,13744,Rural,US/Central,Cabin crew,0.0,53,16,Unemployed,41900,Married,F,No,12.0,8,1,0,No,Month-to-month,No,Yes,None,No,No,Yes,Yes,No,No,Yes,No,No,Autopay,62,131.12,5499,4,3,3,4,3,4,3,4
8726,J281764,f60abb0d-3cbc-4b26-ba7f-b40d94dec44a,Lagrange,GA,Troup,30241,33.0222,-84.95167,25266,Rural,US/Eastern,Music therapist,0.0,53,11,Retired,33187,Single,M,No,13.0,10,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,eCheck,36,172.54,4893,3,4,4,2,4,4,2,4
8727,C34648,ccc10fdf-1e9a-4ce0-b891-2f470db65174,Sebring,FL,Highlands,33876,27.42871,-81.35191,4689,Suburban,US/Eastern,Veterinary surgeon,1.0,53,12,Part Time,25206,Separated,F,No,8.0,15,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,eCheck,70,162.98,6608,5,4,5,4,3,3,4,4
8728,Z501442,4e1da8fa-1235-458c-9fdf-ef9142204253,Palmyra,ME,Somerset,04965,44.84562,-69.36265,2068,Suburban,US/Eastern,Research scientist (physical sciences),5.0,28,18,Full Time,36474,Single,M,No,10.0,11,0,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Autopay,36,138.37,5930,4,4,3,1,5,3,2,1
8729,P338134,53af722a-5bfb-4d2f-9ea4-36c776ad27f9,Milton,IA,Van Buren,52570,40.68527,-92.15084,1104,Urban,US/Central,Retail buyer,4.0,25,12,Full Time,13487,Separated,F,No,11.0,10,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,eCheck,55,176.31,5600,4,5,5,5,2,4,4,4
8730,S704223,e022c953-6f3b-43d8-a6ba-17e31054db8d,Norfolk,VA,Norfolk,23503,36.94728,-76.26289,32080,Rural,US/Eastern,"Scientist, research (physical sciences)",7.0,55,14,Full Time,23171,Widowed,F,No,14.0,13,0,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,Yes,Check,71,181.74,6273,2,3,4,2,5,3,3,4
8731,U645837,1b13f5a3-1c95-4211-9db4-5608940e56f5,Houston,TX,Harris,77049,29.83413,-95.14734,35230,Urban,US/Central,Forensic psychologist,0.0,53,12,Part Time,46348,Divorced,F,No,10.0,11,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Autopay,66,245.53,6469,3,4,4,3,2,4,5,3
8732,F830666,0edbd2ad-1aae-45a9-8f6f-ef5444ef57b8,Unionville,IN,Monroe,47468,39.27287,-86.40299,1539,Suburban,US/Eastern,Quality manager,2.0,79,16,Full Time,33187,Divorced,M,No,9.0,7,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,eCheck,71,223.62,6877,4,4,4,4,4,4,5,5
8733,E577272,a1ee1f55-401c-4e6b-b4dc-ae4bf2b9168e,Albany,GA,Dougherty,31707,31.58833,-84.20749,26094,Urban,US/Eastern,Forensic psychologist,3.0,24,12,Full Time,65486,Married,F,No,13.0,11,2,1,No,Month-to-month,No,Yes,DSL,No,No,Yes,No,Yes,No,Yes,No,Yes,Check,60,131.92,5939,4,3,3,4,3,4,4,4
8734,P450130,d4a874ee-4335-4069-ae2c-17eef6620867,Arlington,VA,Arlington,22209,38.8947,-77.07541,12705,Urban,US/Eastern,Building surveyor,0.0,18,11,Full Time,29267,Widowed,M,No,12.0,12,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Autopay,60,175.36,5474,4,2,5,6,3,3,4,6
8735,D292974,b2705b71-2ce6-4074-ac46-0af4b8d4f176,Haugan,MT,Mineral,59842,47.35383,-115.4178,17,Urban,US/Mountain,Geochemist,2.0,34,12,Full Time,33187,Widowed,M,No,12.0,15,1,1,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Check,59,152.44,5403,3,5,6,4,3,4,4,4
8736,L594942,9a5c93fa-cd5d-4a74-b880-e55a6f85ab72,Old Bridge,NJ,Middlesex,08857,40.39161,-74.32984,40335,Suburban,US/Eastern,"Engineer, production",4.0,31,20,Full Time,69199,Widowed,Prefer not to answer,No,8.0,7,0,1,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,Yes,No,No,No,Autopay,71,114.52,6103,4,4,5,4,4,4,4,5
8737,D449561,695050c2-cc70-4c6d-aa38-0b4d4a2d0a66,Carbondale,IL,Jackson,62903,37.6704,-89.27781,3211,Suburban,US/Central,"Surveyor, land/geomatics",0.0,72,11,Part Time,24592,Single,F,No,9.0,15,1,1,Yes,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Check,36,228.92,6028,4,5,5,3,2,5,4,4
8738,Z637015,be868af9-41a9-4d2c-9963-20432b8a7284,Inlet Beach,FL,Walton,32461,30.2897,-86.02761,34,Rural,US/Central,"Lighting technician, broadcasting/film/video",6.0,56,12,Full Time,8483,Single,M,No,9.0,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Autopay,60,146.71,5401,3,3,3,4,3,5,4,4
8739,J215190,10f04587-265b-4964-b3e7-6959ea710a2b,Clarkson,NE,Colfax,68629,41.71607,-97.12873,1232,Suburban,US/Central,Community development worker,10.0,53,16,Unemployed,21020,Separated,M,No,12.0,11,0,0,No,Two Year,No,No,None,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Autopay,64,152.1,5932,4,4,4,5,2,5,5,3
