CaseOrder,churn,email,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,internet_service_DSL,internet_service_Fiber Optic,contract_One year
8215,0,11,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
8216,0,17,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0
8217,0,11,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
8218,0,13,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
8219,0,9,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0
8220,0,12,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0
8221,0,11,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
8222,1,11,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0
8223,0,14,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0
8224,0,14,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0
8225,0,13,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0
8226,0,11,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0
8227,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
8228,0,15,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0
8229,0,11,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
8230,0,13,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0
8231,0,10,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
8232,0,10,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0
8233,0,15,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
8234,0,12,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0
8235,0,16,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1
8236,0,11,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
8237,0,15,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1
8238,0,12,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0
8239,0,9,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8240,0,14,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0
8241,0,18,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1
8242,0,12,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
8243,0,7,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
8244,1,11,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0
8245,0,13,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0
8246,0,17,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1
8247,0,12,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
8248,0,8,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0
8249,0,17,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
8250,0,9,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
8251,0,12,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
8252,0,7,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0
8253,0,12,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0
8254,0,14,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0
8255,0,14,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0
8256,0,17,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0
8257,0,15,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
8258,0,11,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0
8259,0,14,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0
8260,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8261,0,10,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
8262,0,5,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0
8263,0,11,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
8264,0,16,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0
8265,0,11,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0
8266,0,18,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0
8267,0,14,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0
8268,0,10,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1
8269,0,14,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1
8270,0,14,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
8271,0,13,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0
8272,0,9,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0
8273,0,14,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
8274,0,15,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
8275,0,11,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
8276,0,13,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
8277,0,10,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1
8278,0,10,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1
8279,0,16,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
8280,0,13,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1
8281,0,13,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0
8282,0,16,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
8283,0,16,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1
8284,0,15,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
8285,0,14,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0
8286,1,9,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
8287,0,12,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
8288,0,8,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8289,0,10,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0
8290,0,13,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
8291,0,13,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1
8292,0,8,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0
8293,0,15,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
8294,0,8,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
8295,0,8,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0
8296,0,16,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
8297,0,16,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
8298,0,8,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0
8299,0,8,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
8300,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8301,0,16,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1
8302,0,13,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
8303,0,11,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
8304,0,14,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0
8305,0,8,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
8306,0,12,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1
8307,0,15,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
8308,0,13,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
8309,0,11,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
8310,0,12,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
8311,0,11,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1
8312,1,9,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0
8313,0,12,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0
8314,0,12,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
8315,0,16,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0
8316,0,12,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
8317,0,7,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0
8318,0,12,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1
8319,0,12,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0
8320,0,9,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
8321,0,7,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0
8322,0,14,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1
8323,0,12,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1
8324,0,11,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0
8325,0,6,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0
8326,0,7,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0
8327,1,10,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
8328,0,15,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1
8329,0,14,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
8330,0,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8331,0,15,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
8332,0,11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8333,0,13,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0
8334,1,12,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
8335,0,13,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0
8336,0,10,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0
8337,0,9,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1
8338,0,14,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
8339,0,12,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
8340,0,12,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0
8341,0,9,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0
8342,0,16,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0
8343,0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
8344,0,8,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
8345,0,11,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
8346,0,11,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1
8347,0,12,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
8348,0,10,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
8349,0,13,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0
8350,0,12,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
8351,0,14,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8352,0,14,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
8353,0,13,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
8354,0,17,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0
8355,0,12,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0
8356,0,8,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0
8357,0,10,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1
8358,1,10,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0
8359,0,10,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1
8360,0,6,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
8361,0,11,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0
8362,0,19,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
8363,0,13,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0
8364,0,11,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
8365,0,8,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
8366,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
8367,0,11,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0
8368,0,12,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0
8369,0,11,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0
8370,0,17,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
8371,0,16,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0
8372,0,8,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
8373,0,11,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1
8374,0,11,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
8375,0,13,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
8376,0,13,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
8377,1,14,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0
8378,1,13,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1
8379,0,18,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0
8380,0,10,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
8381,0,13,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
8382,0,11,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0
8383,0,7,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0
8384,0,12,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
8385,0,11,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0
8386,0,10,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0
8387,0,15,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8388,0,10,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
8389,0,13,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
8390,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8391,1,11,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0
8392,0,9,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
8393,0,13,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0
8394,0,17,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
8395,0,9,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
8396,0,14,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0
8397,0,9,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1
8398,0,19,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
8399,0,11,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
8400,0,14,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
8401,0,8,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0
8402,0,10,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
8403,0,12,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
8404,0,17,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
8405,0,10,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
8406,0,13,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
8407,0,14,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0
8408,0,12,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0
8409,0,14,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
8410,0,17,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
8411,0,14,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
8412,0,9,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
8413,0,12,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0
8414,0,11,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1
8415,0,13,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0
8416,0,16,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0
8417,0,17,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0
8418,0,8,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
8419,0,8,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0
8420,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
8421,0,13,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0
8422,0,12,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1
8423,0,14,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
8424,0,10,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
8425,0,14,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
8426,0,10,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
8427,1,15,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
8428,0,10,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1
8429,0,10,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
8430,0,17,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
8431,0,9,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0
8432,0,13,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
8433,0,12,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
8434,0,7,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
8435,0,13,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0
8436,0,5,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0
8437,0,14,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
8438,0,8,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
8439,0,12,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1
8440,0,9,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0
8441,0,10,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
8442,0,11,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
8443,1,9,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
8444,0,19,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0
8445,0,16,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0
8446,0,10,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
8447,0,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
8448,0,15,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
8449,0,15,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0
8450,0,15,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1
8451,0,11,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1
8452,0,11,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0
8453,0,12,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0
8454,0,9,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0
8455,0,13,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0
8456,0,9,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1
8457,0,11,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
8458,1,15,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0
8459,0,12,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1
8460,0,12,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
8461,0,11,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0
8462,0,11,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
8463,0,12,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0
8464,0,10,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
8465,0,11,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
8466,0,9,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0
8467,1,6,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
8468,0,12,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
8469,0,17,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1
8470,0,15,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
8471,0,16,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
8472,0,14,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
8473,0,15,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1
8474,0,12,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1
8475,0,16,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0
8476,0,12,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0
8477,0,16,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
8478,0,14,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
8479,0,6,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
8480,0,13,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
8481,0,13,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0
8482,0,14,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1
8483,0,11,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
8484,0,16,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
8485,0,7,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1
8486,0,6,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0
8487,0,13,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
8488,0,13,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
8489,0,17,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
8490,0,12,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
8491,0,12,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1
8492,0,6,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1
8493,0,13,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0
8494,0,9,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
8495,0,17,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0
8496,0,10,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
8497,0,13,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1
8498,0,10,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0
8499,1,10,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1
8500,0,7,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
8501,0,15,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0
8502,0,15,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0
8503,0,13,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1
8504,1,8,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
8505,0,15,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
8506,1,10,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
8507,0,8,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0
8508,0,15,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
8509,0,9,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
8510,0,11,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1
8511,0,10,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
8512,0,12,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
8513,0,5,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
8514,0,13,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1
8515,0,11,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
8516,0,17,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0
8517,0,17,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
8518,0,12,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
8519,0,11,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
8520,0,10,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
8521,0,14,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
8522,1,14,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0
8523,0,12,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
8524,1,15,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0
8525,1,18,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
8526,0,17,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0
8527,0,13,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
8528,0,11,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0
8529,0,14,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
8530,0,14,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
8531,0,12,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
8532,0,11,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
8533,0,12,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
8534,0,10,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1
8535,0,9,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
8536,0,12,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0
8537,0,7,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
8538,0,8,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
8539,0,12,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0
8540,0,13,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0
8541,0,11,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
8542,0,9,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
8543,1,14,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0
8544,0,9,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
8545,0,13,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1
8546,0,13,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0
8547,0,9,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
8548,0,10,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0
8549,0,10,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0
8550,0,13,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0
8551,0,5,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
8552,0,8,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
8553,0,11,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
8554,1,11,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0
8555,0,15,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
8556,0,10,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1
8557,0,13,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
8558,0,12,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0
8559,0,13,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0
8560,0,16,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0
8561,0,15,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1
8562,0,13,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0
8563,0,11,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
8564,1,11,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0
8565,0,19,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
8566,0,10,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1
8567,0,11,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0
8568,0,18,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8569,1,9,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0
8570,0,15,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
8571,0,8,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
8572,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
8573,0,11,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0
8574,0,13,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
8575,0,11,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0
8576,0,11,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1
8577,0,10,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
8578,0,15,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0
8579,0,16,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
8580,0,9,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
8581,0,14,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
8582,0,12,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0
8583,0,13,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0
8584,0,11,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
8585,0,10,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1
8586,0,9,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
8587,0,12,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0
8588,0,15,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
8589,0,7,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1
